评论ID,评论时间,评论内容,评论得分,用户ID,用户昵称,用户等级,点赞数,回复数,是否置顶,是否精华,商品ID,购买时间,商品_颜色,评论图片
23242993284,2025-05-04 11:06:06,"外形外观：颜值高！屏幕大！待机时间长！全是优点买就完了！
主要功能：玄玑感知系统健康指标监测心率、血氧、呼吸率、压力、体温等功能，重点喜欢情绪健康，熊猫表盘很萌很可爱！运动涂鸦可以根据制定的路线进行运动。
续航能力：续航也很给力，重度使用了一天一夜下降了10%的电量，一星期一充没问题，基本上不用担心续航问题。
舒适程度：舒适程度：戴上轻便不压手 黑色大气，舒适好看，心情好",5,,夏***-,,,,0,0,,0,46mm大表 幻夜黑,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/275658/2/29470/2826611/6816d999F04edf482/38efe7728b895dbc.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/281979/11/29416/2070034/6816d99aF085f0ec7/8a48b10df561c4fb.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/272132/17/28987/85234/6816d99aFe256404c/de29249e9f21abb5.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/273637/14/28696/102462/6816d99bFcfcf5aee/83a2fc03b1d0bd81.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/281026/5/27965/109771/6816d99cF6074ce06/a77245978129c044.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/284678/35/28662/77772/6816d99dFaa028206/39ea265172798e09.jpg.dpg
23447596355,2025-05-15 19:53:06,手表真的很不错，刚开始看的 GT5pro 版的，感觉不如 GT5 外观好看，我是男生，虽然新款比老款多了几项功能，潜水说真的没什么必要，我是 80 后，买表主要是用作心率血氧体温睡眠监测这些功能，打电话都无所谓，手机不离手的时代！也看了苹果手表，说真的不如华为，这款待机最少 10 天起，苹果 2 天一大关了！智能手表体验还得是华为🤙！外关，功能，待机，舒适度都很不错！而且价格是真香，国补后 1094 到手价格，京东自营有保障！正品一手货源！大家不要犹豫，1000 元左右的电子手表，我敢说这款性价比最高了！抓紧入吧铁子们，这个价格少去一趟足疗就有了😊,5,,创***宇,,,,0,0,,0,46mm大表 幻夜黑,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/299170/8/7532/64462/6825d5a1Fd2de5942/5df72be2bc62d892.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/318551/16/912/42801/6825d5a1F9133c473/26b59722f5e77613.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/301887/16/6189/56329/6825d5a1F6c344911/c8752afb59f74ab3.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/313752/36/1197/59479/6825d5a1F421c1b31/3c551e702c01e93a.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/302893/23/6871/39392/6825d5a1F3bf1865a/4b3983ac5ea3f134.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/316315/6/1163/48902/6825d5a1Fd860c1ee/2a573037ab46c832.jpg.dpg
23249679362,2025-05-04 19:35:06,"主要功能：使用起来太方便了，主要的功能都有
续航能力：续航能力可以超越官方标注，绝对遥遥领先
舒适程度：带上去很轻松，很适合佩戴
精准程度：不管是各个方面都很精准
其他特色：特色太多了
灵敏度：好的不得了
准确性：准确度没有问题
操作难易：单独操作，APp操作都可以，方便
做工质量：看起来很精致
外形外观：外形漂亮，耐磨性高
其他特色：
情绪检测:很好玩的熊猫，就是因为这个才买了这个手表
运动涂鸦:买了这个手表爱上运动了
产品外观:外观漂亮，不管是哪个年龄段的都适合佩戴",5,,j***k,,,,0,0,,0,46mm大表 幻夜黑,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/272050/33/26537/3017516/681750e5Fb9dfc05b/a9384197918cff1a.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/290198/32/2816/3407727/681750e8Fce702b1c/199a99865f2e3275.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/288738/24/2543/2097744/681750e9F88a6966e/c2c652ecadf7ae52.jpg.dpg
23561764365,2025-05-22 09:55:42,"外观很耐看，设计简单时尚。超长续航支持无线快充，搭载精准心率、血氧、睡眠监测功能，新增科学減脂算法。这一款智能手表，使用了一段时间功能方便，健康和健身追踪功能实用，准确记录心率、运动数据，助我了解身体状况，科学健身。
电池寿命杠杠的！长时间使用无需频繁充电，对经常忘记充电的我来说，太友好了。
硬件和软件出色，显示效果极佳，看视频、图片都清晰。处理器强大，运行各种应用程序流畅无比。",5,,j***o,,,,0,0,,0,46mm大表 幻夜黑,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/315970/9/2957/121548/682e841dF12fe5794/66b6d41a6f6101b7.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/305458/19/4028/119331/682e841dF713f7922/f2d7f44e17802863.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/295178/29/7599/126142/682e841dFad34c476/d5eb30459ba32b37.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/317312/29/2755/43007/682e841dFda1ce6bc/79822fb49531d59b.jpg.dpg
23251994500,2025-05-04 22:33:51,"佩戴GT 5的第一天就被它的情绪监测功能惊艳到&mdash;&mdash;加班时手表轻震提醒「压力值升高」，配合呼吸引导，像有个贴心助理在腕间守护健康。运动涂鸦玩法超有趣，跑步轨迹能画出生动图案，让枯燥的运动瞬间变成创意游戏！  
外观上，蓝宝石玻璃镜面+钛金属表圈经受住了钥匙刮蹭考验，健身房器械碰撞也毫无压力，阳光下表盘流光质感依然高级。续航更是惊喜，重度使用一周仍有余电，彻底告别智能手表「一日一充」的焦虑",5,,j***水,,,,0,0,,0,46mm大表 幻夜黑,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/292601/24/2474/143469/68177aceF4a8f85a7/bdd4a23e9a7d8aa7.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/288046/23/2301/360954/68177aceF2a3ad987/98b8a7c3d7d480a6.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/283603/31/29164/236686/68177aceF225b9bc3/b89cf044ded16779.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/284927/21/29332/235803/68177aceFe910d773/c9e35319f069d1c7.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/287052/31/2940/238178/68177aceF1f5f2c08/4c7b92a5afc79d82.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/301371/17/2527/108467/68177aceF9d3bc11e/9ac87b1e47625a75.jpg.dpg
23587877892,2025-05-24 12:20:06,华为WATCH GT5的八边形金属表圈设计极具辨识度，316L不锈钢机身+超硬镀膜工艺让手表耐磨抗刮，我这款黑色的配色商务与运动风格兼备，阳光下光泽感十足，佩戴起来高级感满满哟，尤其是搭载的情绪检测功能，哇哦，分析的杠杠滴&hellip;怎么说呢，满意很满意。已经迫不及待想要炫耀喽！,5,,阿***蠢,,,,0,0,,0,46mm大表 幻夜黑,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/289449/16/7970/172768/683148f5F7923db21/c2187157b0533471.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/317743/10/3370/144377/683148f5Fab747df5/05e3bf55f790ce4c.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/318022/13/3420/124647/683148f5Fc802abaf/3d8e23f95bc77b90.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/302641/39/9070/132609/683148f5F6b2bb127/d92059781bffae79.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/314136/40/3623/139336/683148f5F1817ae5e/50ac7aba969a6b63.jpg.dpg
23213788340,2025-05-02 14:18:45,"给老公选的，收到后手感很好，他很满意👍。这个手表情绪检测，开心，不开心，小熊猫都有变化。这个功能还是挺准的，能比较真实地反映情绪变化✨。
老公喜欢游泳🏊&zwj;♂️，跑步、运动检测功能实时的记录运动的里程和消耗的热量。还能外放听歌。
黑色的外观独特的涉及，精致耐看，表盘灵敏，特别是表带戴上很是舒服。👍👍👍",5,,赖***雨,,,,0,0,,0,46mm大表 幻夜黑,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/303555/23/1152/56069/681463c1F598cc308/8302cbaf8c062410.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/297625/27/2300/172010/681463c3F9dec90df/68d93172d389346f.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/279289/16/29504/56634/681463c4F82ef02c8/17e47153c138f94e.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/281228/40/27587/61655/681463c4F0eabecb4/1e74c862f772437d.jpg.dpg
23386406998,2025-05-12 21:00:52,"这块手表黑色很耐看，设计简单时尚。超长续航支持无线快充，搭载精准心率、血氧、睡眠监测功能，新增科学减脂算法。这一款智能手表，使用了一段时间功能方便，健康和健身追踪功能实用，准确记录心率、运动数据，助我了解身体状况，科学健身。
电池寿命杠杠的！长时间使用无需频繁充电，对经常忘记充电的我来说，太友好了。
硬件和软件出色，显示效果极佳，看视频、图片都清晰。处理器强大，运行各种应用程序流畅无比。",5,,j***c,,,,0,0,,0,46mm大表 幻夜黑,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/303127/29/5326/2127730/6821f102Fe42f095a/768879ec98cdd1be.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/299849/2/5944/2800266/6821f102F34deb5ab/102f318465710b00.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/225739/18/32176/2163398/6821f103Fd7082dca/7864d4ea8187259c.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/314299/20/203/2751569/6821f103F78d3fdc6/f5eda99fd9f142be.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/313850/26/202/2862820/6821f103F60158756/41dab0fc0b39ce31.jpg.dpg
23197480172,2025-05-01 11:41:54,京东次日达前一天下单，第二天上午就到货了。快递小哥现场帮助开箱验货，也是为了防止国补名额被乱用。和媳妇研究了好几天，最终选定帕托蓝，非常满意外观，质感很棒。那个情绪监测功能非常好，尤其是那个熊猫屏显，非常可爱，孩子看了嚷着要看熊猫。刚激活戴上，同事就来了俩电话，童通话音质非常好，蓝牙信号还是很稳定的。里边功能很多，什么血氧监测、心率监测以及运动功能有待进一步研究，可玩性很高。,5,,j***g,,,,0,0,,0,46mm大表 托帕蓝,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/291011/38/1302/3406446/6812ed7dFcc8cd94a/2dd72bec477eafd0.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/286218/30/1507/4112076/6812ed7eFb56b21ac/c34ca40204581157.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/292535/14/1618/3280148/6812ed7fF0e8420af/0cd39deed7bfad51.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/272633/28/29279/3430079/6812ed80Fe87ee143/45cf3a9f715d2686.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/299325/40/1901/2976724/6812ed80Fc857eb97/760c656bc2141e3a.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/291307/7/1791/3290728/6812ed81Fabc08b79/212d4012978f04a8.jpg.dpg
23596437055,2025-05-25 10:47:07,灰色外观看着很高大上，是我喜欢的。搭载了玄机感知系统，功能很齐全，情绪检测、健康检测等等。熊猫主题设计的非常有趣，表带材质氟橡胶，戴上轻便不压手，没有不适应。赶上京东有活动，配合国补优惠了不少，性价比很高，果断的入手了。物流速度很快，服务态度很好，当场配合快递小哥签收激活。很值得推荐的一款手表。,5,,3***1,,,,0,0,,0,46mm大表 苍山灰,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/304121/31/4930/2105005/683284a8F9a388e35/9ee22b8e978bba2c.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/292846/33/9574/2277440/683284a9Fe8398f8f/c5d2c3fdfbb2c58f.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/291543/36/9342/2316929/683284a9Fc00b0b1d/a08a3ff71f15f337.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/312922/17/3871/2301132/683284aaFd3cf9e16/ba07cd30291643ed.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/307362/8/3913/2128442/683284aaFbd19e8dc/4bfb2cf2dbc788b8.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/316109/38/3814/2188367/683284abFcac749cc/70faf4921e667adf.jpg.dpg
23262602048,2025-05-05 15:03:35,"这一款智能手表，设计精美，雪域白尖尾表带，时尚与科技完美结合。使用一段时间，功能强大，让我爱不释手。
健康和健身追踪功能，是我的心头好。准确记录心率、运动数据，助我了解身体状况，科学健身。💪
电池寿命杠杠的！长时间使用无需频繁充电，对经常忘记充电的我来说，太友好了。🔋
硬件和软件出色，显示效果极佳，看视频、图片都清晰。处理器强大，运行各种应用程序流畅无比。",5,,j***j,,,,0,0,,0,46mm大表 幻夜黑,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/294160/1/1309/4676445/681862b7F3155ac04/e3c15c50293743c0.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/289567/33/2146/5224283/681862bdFc8982dde/ac87095ccaceeee2.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/300260/33/2586/3143787/681862c0F569d7038/d65677b89c82b237.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/296294/24/3282/4027831/681862c3F723741a2/cac98a75178c7916.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/299938/36/2595/3182225/681862c6F2146951f/56c6a6d680e95080.jpg.dpg
23517503028,2025-05-20 07:58:39,"主要功能：功能很强大，体验感很不错
续航能力：充一次电能用一周，很满意
舒适程度：佩戴舒适
精准程度：很好。
其他特色：物流很快。
灵敏度：触摸灵敏
操作难易：操作简单
外形外观：外观很大气上档次
做工质量：非常不错。
其他特色：客服小姐姐特别好，有问题及时沟通解决，推荐给大家。
准确性：使用非常方便，非常准确，很满意。",5,,j***9,,,,0,0,,0,46mm大表 托帕蓝,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/316061/3/2436/113539/682bc5adFa2992176/1062a8cd185e5bb9.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/301140/16/7988/64422/682bc5aeFec1fa590/dcdb82dbb4167558.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/315389/19/2364/56426/682bc5aeF24cb8f23/ccb407264a9ae111.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/309618/19/2446/38847/682bc5afF46b7d3e7/f2a60515d94785cc.jpg.dpg
23370362834,2025-05-11 19:05:28,这款手表真的很可爱，熊猫主题的设计非常有趣！🎉操作简单直观，质感也非常好。特别适合喜欢可爱风格的朋友们～👍华为手表GT5表盘大气可爱，功能齐全，性价比高，续航能力强，佩戴舒适 ，走时精准，多款多色可选。母亲节购买还有很大优惠，国补力度很大，值得购买。,5,,4***0,,,,0,0,,0,46mm大表 幻夜黑,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/297397/20/6164/2649870/68208475F58ec4552/a7e2c7f20f109772.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/292963/27/5050/3008045/68208476F351e2f70/43766706d0665583.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/302379/25/5491/2966962/68208476F308642b7/fe41c904c0987111.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/298770/8/6125/2975590/68208476Fdfb5c9c7/d98d576e63e0bf38.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/297765/26/6008/3050163/68208477F2e747b74/7c196566666114a2.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/305106/25/899/2931887/68208477F9c2ba4be/eb3ad6c19491ea57.jpg.dpg
23248541648,2025-05-04 18:12:53,今天收到货了，首先手表外表是全新状态，没有出现什么意外，其次，屏幕反应很灵敏，音量也很大，可以自行调节，闹钟也非常不戳，在外边跑了一圈，记录的也很准确，总之，这款手表很不错，本人很喜欢,5,,具***人,,,,0,0,,0,46mm大表 幻夜黑,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/301031/36/2386/2524154/68173da2Fb2851dd6/1db70c6b341fa2aa.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/298896/40/2956/2359681/68173da3Fc3f6705c/a6270f706c4f2a5a.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/292010/32/2585/3006782/68173da3F4aae55cf/923d851d376c1447.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/280376/32/28736/3188045/68173da4Fa0dce08d/849d9736673acf0d.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/271814/11/29531/3983504/68173da4F62bbe007/0580dd375c069559.jpg.dpg
