评论ID,评论时间,评论内容,评论得分,用户昵称,商品_颜色,商品_型号,清洗后评论,分词,关键词,情感得分,情感标签
24968025910,2025-11-10 13:33:30,物流一如既往的快：昨天晚上下单，今早就收到了，为京东物流点赞！包装简单实用，做工精致，材质光滑细腻，青雾蓝色的尽显高端大气。国补抢的有500立减券但苦于东莞市内所有256G 的iPhone17 早已脱销，一机难求。还好赶上双11信用卡分期免息和做满减活动，加上plus会员立减，11月9号晚8点在京东官方自营旗舰店果断减160元入手。,5,沙漠绿洲1024,青雾蓝色,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/295118/14/20099/127723/69117927F59a82463/339886c6341ba824.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/345543/22/24951/74576/69117929F675f330b/748c1fd0aaae428e.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/356902/17/7096/124269/69117928F851f3ca1/385692d65ca27295.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/362073/13/1490/50996/69117927F09253261/22ca66dfb4a875cf.jpg.dpg,i hone                                    pl s,"['hone', 'pl']","['hone', 'pl']",0.07499988551998782,负向
24997638020,2025-11-13 16:04:23,用了几天才来评价，目前没什么问题，手感很好，之前用的 12Pro 电池实在是不行了，换了 17 效果满满，一部手机可以用好几年！还是不错的！,5,jd_138891jxc,青雾蓝色,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/350938/3/27172/200666/69159102F66f98025/857cbd404905596a.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/349921/4/27206/134599/69159107Fc8ab9e51/1d5a3a06aa93861a.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/362293/16/3552/104465/69159106F132762a2/34f538dc49a97475.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/361948/19/3465/175721/69159105F1973878e/96324241ad937cf9.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/343138/10/26857/105330/69159104F551577bc/444b1bdab6f25687.jpg.dpg,ro,['ro'],['ro'],0.5,中性
103043300147032664,2025-11-24 17:48:13,i粉one，10 7256 g b黑色款真的超出预期，外观简约大气，黑色质感拉满，握在手里，手感超舒服。五g网络速度飞快，刷视频传文件秒加载，双卡双待，切换流畅，满足工作生活双需求，系统依旧流畅，丝滑，无卡顿闪退256 g b完全够用照片装软件毫无压力，续航也给力真心推荐给大家,5,jd_69569npsdt47jx,黑色,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/353048/24/17814/38389/692429dbF759b294c/4c9306ffff3e119a.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/354611/39/17478/53562/692429dbF9cebb177/3340195bad063e40.jpg.dpg,i one         g b                                    g                                                        g b,['one'],[],0.9366561246870014,正向
103180150156445787,2025-11-20 16:39:19,国补iPhone 17的薰衣草紫简直美翻了！实物是低饱和度的莫兰迪色调，淡雅温柔，在不同光线下还会呈现出渐变效果，高级感十足。A19芯片搭配120Hz高刷屏，操作丝滑流畅。4800万像素双摄拍照清晰，色彩还原度高。256GB 起步存储很能装，续航也有提升，一天一充无压力，推荐！推荐,5,娃***l,薰衣草紫色,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/363275/35/2971/340525/691ed3b4F804d2d5b/3043f854c11bb6bb.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/360494/23/8251/333709/691ed3b6F45694827/eb500d5d6544d273.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/364309/20/2710/120798/691ed3b5F67c79207/273ad44d141fc1c2.jpg.dpg,i hone                                                                  z,['hone'],['hone'],0.0826192640951886,负向
103282380158415310,2025-11-29 21:14:00,买给老妈用的，原xr用了6年了64内存也不够用，收到一切正常，非常好，外观，拍照效果都不错，绿色等了一个星期，这色太缺货了,5,J-E25,鼠尾草绿色,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/357410/5/18722/2746683/692af18fF2b42a903/3a8c624f2ba0898c.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/355836/1/18641/3226981/692af197F8309a1e1/7269a6567bd43d53.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/368255/27/8394/2635098/692af194F4938859d/6d3e462db877d920.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/355480/3/17447/2738669/692af193F751a08d6/d7a0f4160fc00bf3.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/359285/38/17142/343805/692af191F33bdf73a/b5fb9150020b2994.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/355284/4/18536/2956200/692af190Fa073db7a/1e090b1be6994c2e.jpg.dpg,xr,['xr'],['xr'],0.5,中性
103242640157015038,2025-11-21 17:15:18,"外形外观：可以，比较经典
屏幕音效：不错，新机分辨率高
拍照效果：清晰，像素高
运行速度：很快，流畅
领了国补券，价格能接受，之前都是买plus，这次降低点标准，整体满意。",5,m***2,黑色,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/359857/21/8215/109577/69202da4F84511cc9/6d36d39a2edea3c9.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/289882/29/18899/365866/69202da6F3a1ce3d2/3455ff9ed3c816f7.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/359187/29/13184/217499/69202da5F35fd49a1/5d77f84ea3c99952.jpg.dpg,pl s,['pl'],['pl'],0.23082833962758653,负向
103251100157296769,2025-11-28 09:50:48,蓝色真的出乎意料的好看呀，跟13pro的远峰蓝色不相上下，太美了，这个配色真的也只有远峰蓝色能拿来比了，手机整体性能很厉害、十分流畅，苹果还是一如既往地好用、同时京东还送了一年的Apple care 非常划算哦好评，待机时间长，声音透亮、手感很舒服,5,**督抽检员,青雾蓝色,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/370649/21/7400/80282/6928fff6F38be57ce/fca5d73889cf640b.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/357032/4/18099/72360/6928fff7Fa3474f3f/4bef950e70253032.jpg.dpg,pro                                                                       pple care,"['pro', 'pple', 'care']","['pro', 'pple', 'care']",0.21270991843231468,负向
103231070156343056,2025-11-22 14:50:48,外观颜色比较淡雅，也很好看，手机比较轻适合喜欢轻手机的人，功能强大，系统运行流畅，没有发热的情况，目前还没有发现什么明显的bug整体还算满意,5,金色羽毛2011hep,薰衣草紫色,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/357139/16/14883/157861/69215d44F8455bc27/db88cc8ede32021b.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/360240/16/7989/135706/69215d47F04e0e59f/364c981b974bc8d9.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/358623/19/13671/132073/69215d46Fef977d96/3ad6ffbdf703c6e5.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/359186/6/13241/143032/69215d45Fde202888/e4b251a7dba5d005.jpg.dpg,b g,[],[],0.8182313426953005,正向
103263120150501513,2025-11-25 19:12:03,时隔5年终于把我手头的iphone11换掉了，换了17后的体验还是非常不错的，相比较11的60hz，17的操作简直丝滑无比！！相机和麦克风都是质的飞跃，机身也非常轻盈，ios26也非常灵动好看，就是屏幕没有11的护眼，看久了眼睛胀痛。国补入手的还送ac，性价比简直了！而且到手是全新的，安全下车。,5,a_小海哥,青雾蓝色,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/355780/17/15442/162718/69258f01F442b5f7e/fff9129ed1216738.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/371452/16/547/42869/69258f02Fee775044/8a577ba45d22b297.jpg.dpg,iphone                              hz                                   ios                                     ac,"['iphone', 'hz', 'ios', 'ac']","['iphone', 'hz', 'ios', 'ac']",0.421874597530976,中性
103261380158103551,2025-11-29 21:02:33,好不容易等到广东有国补，马上用国补下单，5499到手，货源紧张，还是从北京仓库调的货，收到货满意，iPhone一如既往的流畅顺滑，起步内存256G，真是太好用了。,5,jd_420420828,白色,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/358830/12/16607/189091/692aeee1Fad34f106/069a14edac57ffc5.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/367901/36/8395/158902/692aeee8F330500a3/d97c756ea97f0622.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/356517/21/17242/150286/692aeee7Faa89b46a/61fe9f060808a6ac.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/356260/34/18760/144579/692aeee6F0b14e585/ed948eb9f25ad7c5.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/360429/39/13024/190263/692aeee4Fcca98773/a69c31bcd5744919.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/354397/7/21256/169589/692aeee3F962b019f/a1b6663e4b125c52.jpg.dpg,i hone,['hone'],['hone'],0.23082833962758653,负向
103133380149052302,2025-11-22 16:45:12,过时期标准版诚意满满。相比较以往而言的话，无论是从它的摄像头还是它的内核还是颜色，包括尤其是有高刷，我觉得都非常的好。且我觉得512 g的话是嗯相比较而言应该是容量也蛮好用的。然后目前这是给我老婆买的，然后老婆目前使用非常好，非常丝滑嗯，速度很快，续航一般是一天吧,5,SUNNY-823,薰衣草紫色,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/355811/10/14937/69962/69217816F3ab53d2e/63c41beec646a298.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/361596/21/9391/98116/69217817F759f8c67/09f70f2d1a1e8575.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/366262/23/3630/50546/69217817F8dc85725/656d1e0365d7d19f.jpg.dpg,g,[],[],0.7499999999999999,正向
103324690151521394,2025-11-29 20:25:10,拍照效果非常不错，完全够用，不发烫。17标准版真的是水桶机了，各方面都不错，而且屏幕带高刷，用起来和我的12promax比完全不是一个时代的产物。冲就完了，趁现在有国补。,5,-东哥铁粉001-,青雾蓝色,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/372328/11/2529/167542/692ae624Ffae549cc/3385884e742b3c49.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/356032/11/17409/148092/692ae625F0367a0e3/d3b3b9beb3acf514.jpg.dpg,promax,['promax'],['promax'],0.5,中性
102694260139417802,2025-11-22 15:40:10,"入手iPhone17白色256GB太值了！
边框窄屏占比高，铝合金机身轻薄圆润，手感舒服不割手。
6.3英寸LTPO屏显示清晰又明亮，A19芯片带游戏帧率超稳，超广角、前置拍照都很能打，微距细节拉满。
充电提速续航够用，操作丝滑外放还响，使用多天没有发现问题，京东自营店值得信赖",5,j***i,白色,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/360629/23/9402/48346/692168d8F6909f943/8c90612e64dfaba0.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/357859/19/14422/83052/692168d9Fae980daa/0252ccb47df6b06b.jpg.dpg,i hone,['hone'],['hone'],0.23082833962758653,负向
24925964667,2025-11-05 20:37:54,手机用过一段时间了，感觉很好，从14pro直接换的，拿到手真的惊艳到我了，上手感觉很轻，超级干净的白色，真的太好看了，颜粉必备款🥰,5,佳***格,白色,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/354226/15/6998/37516/690b451fF97330215/2629c939e194ae3c.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/343940/36/22914/27705/690b4521F52060290/1dd6d6a2954bc31a.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/345612/36/23197/60224/690b4521F433e74ef/9371a30d31554a59.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/358850/1/3734/38568/690b4520F14e30529/7a4df0db44b02e66.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/355718/34/4254/102662/690b451fFc5a7ba68/bc5a3ad7cb7e88a8.jpg.dpg,pro,['pro'],['pro'],0.2500000000000001,负向
103134530149483709,2025-11-20 11:00:53,这款薰衣草紫的iPhone 17简直美到窒息！颜色温柔又高级，拿在手里质感满分。256GB内存完全够用，运行流畅不卡顿，双卡双待设计太贴心了，工作生活两不误。5G网速快如闪电，拍照效果更是惊艳，夜景模式清晰度超高。续航也比上一代强很多，一天重度使用无压力。苹果的生态系统一如既往地稳定，性价比超高，绝对值得入手！,5,Aya转角摔一跤,薰衣草紫色,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/359546/36/12970/4145296/691e8464Fb1a196f1/875613cbf484f15a.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/359367/23/12749/2247815/691e8464F12529566/b5cabe47df025ffe.jpg.dpg,i hone,['hone'],['hone'],0.23082833962758653,负向
103253720151637675,2025-11-23 16:35:44,"外形外观：颜色很好看，不俗气也不张扬
拍照效果：一直用的苹果，拍照效果绝绝的没话说
运行速度：平时使用够用，系统反应非常流畅
其他特色：送货很快，第二天一大早就说到了，系统数据复制也很快，iOS体验nice",5,p27186cj56v348,薰衣草紫色,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/359145/20/14287/399020/6922c75fFf5963480/bb6b18bc8d2fea6d.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/356241/38/12329/197779/6922c760Ff2666f8a/933065707e3d4455.jpg.dpg,i    nice,['nice'],['nice'],0.5455370938053228,中性
25014726373,2025-11-15 19:13:43,拆开iPhone17超级惊喜，开箱包装严实，手机颜值超高，手感轻盈又舒适。屏幕显示清晰细腻，色彩鲜艳。拍照效果绝了，夜景也超清晰。系统流畅不卡顿，电池续航也不错。关键是tesla一键开车门，这钱花得太值啦！,5,精***陈,黑色,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/365679/7/226/2496464/69186065F75b876dc/fafe87c0740e599b.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/238821/22/31717/2330229/69186066F31ff8f15/cb37f44fa1e1d90b.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/347945/31/24996/2371032/69186065F0c83625c/e5b144af8a90eff8.jpg.dpg,i hone                                                                            tesla,"['hone', 'tesla']","['hone', 'tesla']",0.21270991843231468,负向
103231350157570887,2025-11-25 17:25:04,"购物好评
iPhone 17 256GB黑色款真心不错！5G网速超快，双卡双待切换流畅，满足工作生活双需求。黑色外观高级耐看，手感轻薄舒适。续航也很给力，重度使用一天完全没问题。系统流畅不卡顿，拍照清晰，性价比很高，推荐入手！",5,Jian_Tian,黑色,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/369996/39/4902/2441876/692575efF9d47c13f/91799ec4cb0441e0.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/355134/12/15420/2333053/692575f0Fe26c56b3/ce2c421e61615249.jpg.dpg,i hone,['hone'],['hone'],0.23082833962758653,负向
24917985758,2025-11-04 21:59:25,快递速度简直是神速，包装完好无破损，拆开后按教程验机，三码合一且全新未激活，正品保障让人放心。新机颜值在线，细边 OLED 屏显示细腻，4800万主摄拍微距超清晰， iOS 系统操作流畅且隐私保护到位。但缺点也明显，20W充电速度真的很慢，苹果通病，不过还能接受啦，17的这个颜色真的很特别，加上双十一的这个价格真很香了,5,jd_m3kst9423bcmyc,黑色,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/343703/34/22555/62727/690a06bcF8212d9da/cb03f59fb0b0bad1.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/355399/12/3542/78275/690a06bcF52710cb6/0c621256cdc26225.jpg.dpg,i,[],[],0.2500000000000001,负向
103254270150226223,2025-11-24 00:43:05,"正好看到京东有国补活动 赶紧下单减了500  第二天就到了 需要当场激活
外形外观：比12要长一点
屏幕音效：很好 效果比前几代棒 显示效果感觉提升了
拍照效果：感觉提升很明显
运行速度：很快配合iOS26 非常好",5,买家之愿,黑色,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/360001/14/10124/391880/69233995F7ec21ea7/77c79473e6308496.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/362517/34/8208/468618/69233997F37191af1/b81e08fa03d2f9fd.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/362361/11/9448/444526/69233996Feec83440/480f9ba987e2646d.jpg.dpg,i,[],[],0.2500000000000001,负向
103252750150781725,2025-11-29 10:38:12,用了已经快一周了，当初非常坚定选了鼠尾草绿色，裸机在阳光下真的特别好看诶，拍照虽然没有长焦但主摄拍照还是很好看的，系统ios26虽然有时会卡但是liquid glass 效果很好看的，拍了好多照片，未来四年在南京的大学生活也要你陪我啦😘,5,风与风起,鼠尾草绿色,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/370243/13/7255/227752/692a5c91F3a9ac5b9/d0017da84f630896.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/369319/13/6564/215058/692a5c93Fa39834ce/e267b9fc1bea4a01.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/355919/40/16190/626200/692a5c92Fbec8ae80/cf3ecff59507cb89.jpg.dpg,ios          liq id glass,"['ios', 'liq', 'id', 'glass']","['ios', 'liq', 'id', 'glass']",0.421874597530976,中性
103221900156394958,2025-11-22 01:12:27,蓝色真的超级好看，这次iPhone 17真的牙膏挤爆了，标准版就下发了高刷，前置摄像头还是方形摄像头，前置拍照更宽广了，后置摄像头也都升级成了4800万像素了，今年真的性价比拉满了,5,丝丝幽火明,青雾蓝色,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/356552/16/13725/141947/69209d78F7604a07a/89f4d558741bd1e8.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/360902/33/9084/96003/69209d7aF768357c2/dede7bcd67c231e0.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/362158/26/8864/81991/69209d79F1b5690d1/5a9c7d8e68335e45.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/353967/28/15849/71489/69209d79F0261f45d/77aaccc37ddb5e1b.jpg.dpg,i hone,['hone'],['hone'],0.23082833962758653,负向
103282960151312535,2025-11-26 17:44:44,"革果17真的太香啦！6.3英寸屏幕，120Hz高刷超
强劲，玩游戏超稳，8GB运行内存多任务无压力。
影像升级明显，4800万像素镜头拍景超绝，1800
万前置智能又清晰。续航超棒，3692mAh电池超耐用。就是没有长焦镜头，对爱拍远景的不太友好，要是充电能再快点就完美了。",5,j***q,白色,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/360027/25/10876/139166/6926cc0aF82bfcf84/2a94289b99459fcc.jpg.dpg|https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/355565/3/16021/173374/6926cc0bF58fcd213/1d0b055cd98e8784.jpg.dpg,z                                                                        m h,[],[],0.21270991843231468,负向
